Date,GMT,Max_TemperatureF,Mean_TemperatureF,Min_TemperatureF,Max_Dew_PointF,MeanDew_PointF,Min_DewpointF,Max_Humidity,Mean_Humidity,Min_Humidity,Max_Sea_Level_PressureIn,Mean_Sea_Level_PressureIn,Min_Sea_Level_PressureIn,Max_VisibilityMiles,Mean_VisibilityMiles,Min_VisibilityMiles,Max_Wind_SpeedMPH,Mean_Wind_SpeedMPH,Max_Gust_SpeedMPH,PrecipitationIn,CloudCover,Events,WindDirDegrees,month,day,year,month_day,dow,week,Max_TemperatureC,Mean_TemperatureC,Min_TemperatureC,Max_Dew_PointC,MeanDew_PointC,Min_DewpointC
2000-10-11T00:00:00Z,2000-10-11,53,50,46,50,44,36,94,79,58,28.91,28.81,28.59,6,6,2,34,23,59,0,3,Rain,274,10,11,2000,10-11,3,41,11.6666666666667,10,7.77777777777777,10,6.66666666666669,2.22222222222223
2000-10-12T00:00:00Z,2000-10-12,55,52,48,52,47,41,100,82,62,29.59,29.27,28.94,6,6,4,21,14,39,0,4,Rain,319,10,12,2000,10-12,4,41,12.7777777777778,11.1111111111111,8.88888888888891,11.1111111111111,8.33333333333331,5
2000-10-13T00:00:00Z,2000-10-13,55,52,50,50,45,39,100,75,58,29.98,29.86,29.62,6,6,6,16,13,29,0,4,,310,10,13,2000,10-13,5,41,12.7777777777778,11.1111111111111,10,10,7.22222222222223,3.88888888888891
2000-10-14T00:00:00Z,2000-10-14,57,54,50,57,51,46,100,94,77,29.98,29.93,29.89,6,3,0,17,14,29,0,7,Fog-Rain,209,10,14,2000,10-14,6,41,13.8888888888889,12.2222222222222,10,13.8888888888889,10.5555555555555,7.77777777777777
2000-10-15T00:00:00Z,2000-10-15,57,52,46,52,50,45,100,91,77,29.92,29.87,29.83,6,4,0,10,5,NA,0,6,,334,10,15,2000,10-15,7,42,13.8888888888889,11.1111111111111,7.77777777777777,11.1111111111111,10,7.22222222222223
2000-10-16T00:00:00Z,2000-10-16,55,50,44,54,45,37,100,82,62,30.06,29.84,29.71,6,6,2,21,9,38,0,3,Fog-Rain,277,10,16,2000,10-16,1,42,12.7777777777778,10,6.66666666666669,12.2222222222222,7.22222222222223,2.77777777777777
2000-10-17T00:00:00Z,2000-10-17,57,49,41,55,48,39,100,86,67,30.15,30.08,29.89,6,6,3,25,12,45,0,4,Rain,206,10,17,2000,10-17,2,42,13.8888888888889,9.44444444444446,5,12.7777777777778,8.88888888888891,3.88888888888891
2000-10-18T00:00:00Z,2000-10-18,57,54,51,57,52,45,100,91,76,30.01,29.95,29.89,6,5,1,29,14,47,0,6,Fog-Rain,237,10,18,2000,10-18,3,42,13.8888888888889,12.2222222222222,10.5555555555555,13.8888888888889,11.1111111111111,7.22222222222223
2000-10-19T00:00:00Z,2000-10-19,55,52,50,50,46,41,94,78,62,30.09,30.02,29.89,6,6,5,21,11,37,0,3,,218,10,19,2000,10-19,4,42,12.7777777777778,11.1111111111111,10,10,7.77777777777777,5
2000-10-20T00:00:00Z,2000-10-20,55,52,50,54,49,41,94,87,67,29.89,29.84,29.83,6,6,6,22,14,40,0,6,Rain,265,10,20,2000,10-20,5,42,12.7777777777778,11.1111111111111,10,12.2222222222222,9.44444444444446,5
2000-10-21T00:00:00Z,2000-10-21,55,48,41,50,44,37,100,83,62,30.27,30.12,29.89,6,6,6,10,7,NA,0,4,Rain,346,10,21,2000,10-21,6,42,12.7777777777778,8.88888888888891,5,10,6.66666666666669,2.77777777777777
2000-10-22T00:00:00Z,2000-10-22,55,46,37,54,44,32,100,82,47,30.24,30.11,29.98,6,6,2,22,9,40,0,4,Fog-Rain,183,10,22,2000,10-22,7,43,12.7777777777778,7.77777777777777,2.77777777777777,12.2222222222222,6.66666666666669,0
2000-10-23T00:00:00Z,2000-10-23,57,54,51,55,51,45,100,89,72,30.15,30.02,29.95,6,5,3,21,17,34,0,5,Rain,243,10,23,2000,10-23,1,43,13.8888888888889,12.2222222222222,10.5555555555555,12.7777777777778,10.5555555555555,7.22222222222223
2000-10-24T00:00:00Z,2000-10-24,55,53,51,52,48,43,100,84,71,30.15,30.07,29.86,6,6,2,30,16,51,0,6,Rain,236,10,24,2000,10-24,2,43,12.7777777777778,11.6666666666667,10.5555555555555,11.1111111111111,8.88888888888891,6.11111111111109
2000-10-25T00:00:00Z,2000-10-25,55,52,50,55,47,39,100,80,54,30.01,29.88,29.77,6,5,2,30,21,51,0,6,Rain,272,10,25,2000,10-25,3,43,12.7777777777778,11.1111111111111,10,12.7777777777778,8.33333333333331,3.88888888888891
2000-10-26T00:00:00Z,2000-10-26,53,50,46,48,46,43,93,85,72,30.09,30.05,30.01,6,6,6,16,10,26,0,4,,279,10,26,2000,10-26,4,43,11.6666666666667,10,7.77777777777777,8.88888888888891,7.77777777777777,6.11111111111109
2000-10-27T00:00:00Z,2000-10-27,57,54,51,55,51,43,100,88,67,29.92,29.88,29.86,6,4,0,25,18,41,0,7,Rain,226,10,27,2000,10-27,5,43,13.8888888888889,12.2222222222222,10.5555555555555,12.7777777777778,10.5555555555555,6.11111111111109
2000-10-28T00:00:00Z,2000-10-28,57,52,48,55,48,37,100,84,58,29.83,29.57,29.42,6,4,0,39,19,55,0,6,Fog-Rain,215,10,28,2000,10-28,6,43,13.8888888888889,11.1111111111111,8.88888888888891,12.7777777777778,8.88888888888891,2.77777777777777
2000-10-29T00:00:00Z,2000-10-29,55,50,44,54,46,32,100,82,50,29.71,29.57,29.27,6,4,1,44,25,71,0,6,Rain,242,10,29,2000,10-29,7,44,12.7777777777778,10,6.66666666666669,12.2222222222222,7.77777777777777,0
2000-10-30T00:00:00Z,2000-10-30,55,50,46,52,47,39,100,89,71,29.12,29.06,28.88,6,5,1,46,31,79,0,5,Rain,254,10,30,2000,10-30,1,44,12.7777777777778,10,7.77777777777777,11.1111111111111,8.33333333333331,3.88888888888891
2000-10-31T00:00:00Z,2000-10-31,51,50,48,52,48,43,100,92,82,29.53,29.4,29.12,6,6,6,25,22,44,0,4,Rain,277,10,31,2000,10-31,2,44,10.5555555555555,10,8.88888888888891,11.1111111111111,8.88888888888891,6.11111111111109
2000-11-01T00:00:00Z,2000-11-1,53,48,42,45,41,36,100,74,58,29.47,29.44,29.36,6,6,6,22,18,40,0,4,Rain,257,11,1,2000,11-01,3,44,11.6666666666667,8.88888888888891,5.55555555555554,7.22222222222223,5,2.22222222222223
2000-11-02T00:00:00Z,2000-11-2,50,46,42,46,39,34,100,75,58,29.3,29.15,29.06,6,6,5,30,17,63,0,4,Rain,252,11,2,2000,11-02,4,44,10,7.77777777777777,5.55555555555554,7.77777777777777,3.88888888888891,1.11111111111109
2000-11-03T00:00:00Z,2000-11-3,51,46,42,45,40,32,100,79,58,29.65,29.45,29.18,6,6,3,18,14,37,0,2,Rain,299,11,3,2000,11-03,5,44,10.5555555555555,7.77777777777777,5.55555555555554,7.22222222222223,4.44444444444446,0
2000-11-04T00:00:00Z,2000-11-4,51,46,41,43,38,30,93,74,47,29.83,29.78,29.68,6,6,6,13,9,20,0,2,Rain,266,11,4,2000,11-04,6,44,10.5555555555555,7.77777777777777,5,6.11111111111109,3.33333333333331,-1.11111111111109
2000-11-05T00:00:00Z,2000-11-5,53,47,41,50,42,27,100,80,54,29.74,29.16,28.68,6,6,2,31,15,50,0,5,Rain,173,11,5,2000,11-05,7,45,11.6666666666667,8.33333333333331,5,10,5.55555555555554,-2.77777777777777
2000-11-06T00:00:00Z,2000-11-6,51,46,41,46,41,28,93,80,61,28.94,28.75,28.65,6,6,3,31,13,56,0,5,Rain,347,11,6,2000,11-06,1,45,10.5555555555555,7.77777777777777,5,7.77777777777777,5,-2.22222222222223
2000-11-07T00:00:00Z,2000-11-7,51,48,46,48,44,37,100,86,62,29.24,29.06,28.94,6,6,2,25,21,48,0,7,Rain,333,11,7,2000,11-07,2,45,10.5555555555555,8.88888888888891,7.77777777777777,8.88888888888891,6.66666666666669,2.77777777777777
2000-11-08T00:00:00Z,2000-11-8,50,47,44,45,39,27,93,74,40,29.59,29.41,29.24,6,6,6,20,16,37,0,4,,331,11,8,2000,11-08,3,45,10,8.33333333333331,6.66666666666669,7.22222222222223,3.88888888888891,-2.77777777777777
2000-11-09T00:00:00Z,2000-11-9,50,46,41,39,35,32,93,70,54,29.95,29.8,29.62,6,6,6,16,10,NA,0,3,Rain,296,11,9,2000,11-09,4,45,10,7.77777777777777,5,3.88888888888891,1.66666666666669,0
2000-11-10T00:00:00Z,2000-11-10,51,45,39,52,44,27,100,86,57,29.98,29.94,29.86,6,6,5,26,13,44,0,5,Rain,235,11,10,2000,11-10,5,45,10.5555555555555,7.22222222222223,3.88888888888891,11.1111111111111,6.66666666666669,-2.77777777777777
2000-11-11T00:00:00Z,2000-11-11,51,50,48,52,47,39,100,86,66,29.83,29.66,29.47,6,5,1,30,23,50,0,7,Rain,227,11,11,2000,11-11,6,45,10.5555555555555,10,8.88888888888891,11.1111111111111,8.33333333333331,3.88888888888891
2000-11-12T00:00:00Z,2000-11-12,51,46,41,45,40,30,93,78,47,29.47,29.43,29.36,6,6,6,22,12,38,0,4,Rain,273,11,12,2000,11-12,7,46,10.5555555555555,7.77777777777777,5,7.22222222222223,4.44444444444446,-1.11111111111109
2000-11-13T00:00:00Z,2000-11-13,46,42,37,45,39,28,93,88,70,29.53,29.48,29.47,6,6,6,10,7,25,0,3,Rain,287,11,13,2000,11-13,1,46,7.77777777777777,5.55555555555554,2.77777777777777,7.22222222222223,3.88888888888891,-2.22222222222223
2000-11-14T00:00:00Z,2000-11-14,50,42,35,46,41,34,100,91,76,29.8,29.66,29.53,6,6,2,17,6,32,0,4,Rain,322,11,14,2000,11-14,2,46,10,5.55555555555554,1.66666666666669,7.77777777777777,5,1.11111111111109
2000-11-15T00:00:00Z,2000-11-15,51,46,42,50,43,30,100,85,53,29.83,29.73,29.53,6,5,2,30,13,51,0,7,Rain,249,11,15,2000,11-15,3,46,10.5555555555555,7.77777777777777,5.55555555555554,10,6.11111111111109,-1.11111111111109
2000-11-16T00:00:00Z,2000-11-16,48,44,41,48,38,34,100,76,58,29.89,29.73,29.56,6,6,3,20,14,40,0,3,Rain,292,11,16,2000,11-16,4,46,8.88888888888891,6.66666666666669,5,8.88888888888891,3.33333333333331,1.11111111111109
2000-11-17T00:00:00Z,2000-11-17,50,46,42,46,40,36,100,78,62,30.04,30,29.92,6,6,6,16,13,28,0,4,Rain,289,11,17,2000,11-17,5,46,10,7.77777777777777,5.55555555555554,7.77777777777777,4.44444444444446,2.22222222222223
2000-11-18T00:00:00Z,2000-11-18,51,50,48,52,48,39,100,93,71,29.98,29.75,29.62,6,3,0,20,13,33,0,7,Fog-Rain,251,11,18,2000,11-18,6,46,10.5555555555555,10,8.88888888888891,11.1111111111111,8.88888888888891,3.88888888888891
2000-11-19T00:00:00Z,2000-11-19,50,46,42,45,40,30,100,76,53,29.62,29.58,29.53,6,6,3,25,19,45,0,5,Rain,298,11,19,2000,11-19,7,47,10,7.77777777777777,5.55555555555554,7.22222222222223,4.44444444444446,-1.11111111111109
2000-11-20T00:00:00Z,2000-11-20,50,46,42,43,38,34,87,75,62,29.56,29.47,29.44,6,6,6,21,16,36,0,3,Rain,292,11,20,2000,11-20,1,47,10,7.77777777777777,5.55555555555554,6.11111111111109,3.33333333333331,1.11111111111109
2000-11-21T00:00:00Z,2000-11-21,50,46,42,48,42,34,100,82,62,29.47,29.26,29.09,6,6,2,31,14,59,0,5,Rain,222,11,21,2000,11-21,2,47,10,7.77777777777777,5.55555555555554,8.88888888888891,5.55555555555554,1.11111111111109
2000-11-22T00:00:00Z,2000-11-22,51,48,44,46,41,36,100,77,54,29.44,29.37,29.24,6,6,6,36,25,59,0,4,Rain,234,11,22,2000,11-22,3,47,10.5555555555555,8.88888888888891,6.66666666666669,7.77777777777777,5,2.22222222222223
2000-11-23T00:00:00Z,2000-11-23,48,45,42,46,40,34,100,82,66,29.71,29.54,29.39,6,6,6,16,12,28,0,3,Rain,287,11,23,2000,11-23,4,47,8.88888888888891,7.22222222222223,5.55555555555554,7.77777777777777,4.44444444444446,1.11111111111109
2000-11-24T00:00:00Z,2000-11-24,51,48,44,50,44,34,100,84,54,29.74,29.61,29.5,6,5,2,16,11,28,0,5,Rain,226,11,24,2000,11-24,5,47,10.5555555555555,8.88888888888891,6.66666666666669,10,6.66666666666669,1.11111111111109
2000-11-25T00:00:00Z,2000-11-25,53,50,46,52,44,36,100,81,58,29.56,29.31,29.21,6,5,2,36,19,62,0,6,Rain,227,11,25,2000,11-25,6,47,11.6666666666667,10,7.77777777777777,11.1111111111111,6.66666666666669,2.22222222222223
2000-11-26T00:00:00Z,2000-11-26,50,47,44,46,41,37,93,78,66,29.74,29.56,29.27,6,6,4,39,26,67,0,3,Rain,259,11,26,2000,11-26,7,48,10,8.33333333333331,6.66666666666669,7.77777777777777,5,2.77777777777777
2000-11-27T00:00:00Z,2000-11-27,55,52,48,55,51,43,100,95,71,29.74,29.67,29.62,6,2,0,25,16,43,0,7,Fog-Rain,195,11,27,2000,11-27,1,48,12.7777777777778,11.1111111111111,8.88888888888891,12.7777777777778,10.5555555555555,6.11111111111109
2000-11-28T00:00:00Z,2000-11-28,57,55,53,54,51,48,100,85,72,29.68,29.57,29.42,6,5,1,25,22,46,0,6,,184,11,28,2000,11-28,2,48,13.8888888888889,12.7777777777778,11.6666666666667,12.2222222222222,10.5555555555555,8.88888888888891
2000-11-29T00:00:00Z,2000-11-29,57,52,48,52,47,41,94,83,62,29.74,29.5,29.3,6,6,4,30,21,53,0,3,,211,11,29,2000,11-29,3,48,13.8888888888889,11.1111111111111,8.88888888888891,11.1111111111111,8.33333333333331,5
2000-11-30T00:00:00Z,2000-11-30,55,52,50,52,48,43,94,86,67,29.74,29.56,29.39,6,5,2,32,20,53,0,7,Rain,167,11,30,2000,11-30,4,48,12.7777777777778,11.1111111111111,10,11.1111111111111,8.88888888888891,6.11111111111109
2000-12-01T00:00:00Z,2000-12-1,55,52,50,54,48,43,100,86,67,29.62,29.45,29.3,6,5,1,24,20,44,0,4,Rain,206,12,1,2000,12-01,5,48,12.7777777777778,11.1111111111111,10,12.2222222222222,8.88888888888891,6.11111111111109
2000-12-02T00:00:00Z,2000-12-2,51,50,48,48,45,41,94,83,76,29.71,29.65,29.59,6,6,6,22,19,39,0,1,,207,12,2,2000,12-02,6,48,10.5555555555555,10,8.88888888888891,8.88888888888891,7.22222222222223,5
2000-12-04T00:00:00Z,2000-12-4,55,53,51,54,50,46,100,90,72,29.59,29.52,29.47,4,3,2,26,23,48,0,6,Rain,201,12,4,2000,12-04,1,49,12.7777777777778,11.6666666666667,10.5555555555555,12.2222222222222,10,7.77777777777777
2000-12-05T00:00:00Z,2000-12-5,53,50,48,54,50,45,100,91,82,29.44,29.36,29.33,6,4,2,29,23,52,0,6,Rain,192,12,5,2000,12-05,2,49,11.6666666666667,10,8.88888888888891,12.2222222222222,10,7.22222222222223
2000-12-06T00:00:00Z,2000-12-6,53,50,48,50,46,41,94,83,71,29.53,29.46,29.39,6,5,2,22,18,41,0,5,Rain,197,12,6,2000,12-06,3,49,11.6666666666667,10,8.88888888888891,10,7.77777777777777,5
2000-12-07T00:00:00Z,2000-12-7,55,52,50,54,50,48,100,96,94,29.53,29.13,28.74,6,4,0,31,16,47,0,6,Fog-Rain,126,12,7,2000,12-07,4,49,12.7777777777778,11.1111111111111,10,12.2222222222222,10,8.88888888888891
2000-12-08T00:00:00Z,2000-12-8,51,48,46,48,45,41,100,84,67,29.53,29.33,28.91,6,6,2,34,24,56,0,4,Rain,245,12,8,2000,12-08,5,49,10.5555555555555,8.88888888888891,7.77777777777777,8.88888888888891,7.22222222222223,5
2000-12-09T00:00:00Z,2000-12-9,53,50,48,52,47,43,100,86,67,29.62,29.55,29.39,6,6,3,26,21,46,0,5,Rain,217,12,9,2000,12-09,6,49,11.6666666666667,10,8.88888888888891,11.1111111111111,8.33333333333331,6.11111111111109
2000-12-10T00:00:00Z,2000-12-10,53,50,48,50,48,41,94,86,67,29.83,29.66,29.44,6,5,2,30,21,50,0,6,Rain,227,12,10,2000,12-10,7,50,11.6666666666667,10,8.88888888888891,10,8.88888888888891,5
2000-12-11T00:00:00Z,2000-12-11,55,53,51,55,52,46,100,96,77,29.89,29.83,29.8,4,2,0,29,24,52,0,8,Fog-Rain,209,12,11,2000,12-11,1,50,12.7777777777778,11.6666666666667,10.5555555555555,12.7777777777778,11.1111111111111,7.77777777777777
2000-12-12T00:00:00Z,2000-12-12,55,52,50,55,51,41,100,93,67,29.83,29.61,29.39,6,3,0,39,23,63,0,7,Fog-Rain,211,12,12,2000,12-12,2,50,12.7777777777778,11.1111111111111,10,12.7777777777778,10.5555555555555,5
2000-12-13T00:00:00Z,2000-12-13,51,50,48,50,45,37,100,83,66,29.89,29.8,29.65,6,6,6,37,25,58,0,3,Rain,248,12,13,2000,12-13,3,50,10.5555555555555,10,8.88888888888891,10,7.22222222222223,2.77777777777777
2000-12-14T00:00:00Z,2000-12-14,48,45,42,45,39,30,93,82,57,29.83,29.74,29.65,6,6,6,22,14,45,0,3,Rain,287,12,14,2000,12-14,4,50,8.88888888888891,7.22222222222223,5.55555555555554,7.22222222222223,3.88888888888891,-1.11111111111109
2000-12-15T00:00:00Z,2000-12-15,46,40,35,41,36,30,93,81,66,29.98,29.92,29.83,6,6,6,14,9,NA,0,3,Rain,305,12,15,2000,12-15,5,50,7.77777777777777,4.44444444444446,1.66666666666669,5,2.22222222222223,-1.11111111111109
2000-12-16T00:00:00Z,2000-12-16,46,40,35,45,38,28,100,82,71,30.01,29.95,29.86,6,6,2,22,13,44,0,3,Rain,311,12,16,2000,12-16,6,50,7.77777777777777,4.44444444444446,1.66666666666669,7.22222222222223,3.33333333333331,-2.22222222222223
2000-12-17T00:00:00Z,2000-12-17,48,40,32,43,37,25,100,83,66,29.95,29.85,29.77,6,6,5,14,7,NA,0,5,Rain,140,12,17,2000,12-17,7,51,8.88888888888891,4.44444444444446,0,6.11111111111109,2.77777777777777,-3.88888888888891
2000-12-18T00:00:00Z,2000-12-18,50,46,42,48,44,39,100,89,76,29.89,29.82,29.77,6,5,2,15,10,NA,0,5,Rain,114,12,18,2000,12-18,1,51,10,7.77777777777777,5.55555555555554,8.88888888888891,6.66666666666669,3.88888888888891
2000-12-19T00:00:00Z,2000-12-19,53,48,44,52,49,43,100,93,82,29.86,29.81,29.77,6,4,1,25,15,34,0,6,Rain,160,12,19,2000,12-19,2,51,11.6666666666667,8.88888888888891,6.66666666666669,11.1111111111111,9.44444444444446,6.11111111111109
2000-12-20T00:00:00Z,2000-12-20,51,50,48,50,48,45,100,92,76,29.77,29.75,29.74,5,3,2,21,12,32,0,7,,111,12,20,2000,12-20,3,51,10.5555555555555,10,8.88888888888891,10,8.88888888888891,7.22222222222223
2000-12-21T00:00:00Z,2000-12-21,51,50,48,48,47,43,100,89,71,29.86,29.82,29.77,6,4,2,24,16,37,0,6,,95,12,21,2000,12-21,4,51,10.5555555555555,10,8.88888888888891,8.88888888888891,8.33333333333331,6.11111111111109
2000-12-22T00:00:00Z,2000-12-22,51,50,48,48,46,41,100,89,71,29.83,29.72,29.68,6,5,3,25,21,43,0,4,,91,12,22,2000,12-22,5,51,10.5555555555555,10,8.88888888888891,8.88888888888891,7.77777777777777,5
2000-12-23T00:00:00Z,2000-12-23,51,48,46,48,46,43,100,89,71,29.68,29.63,29.53,6,4,3,22,19,38,0,7,,89,12,23,2000,12-23,6,51,10.5555555555555,8.88888888888891,7.77777777777777,8.88888888888891,7.77777777777777,6.11111111111109
2000-12-24T00:00:00Z,2000-12-24,48,45,42,48,45,41,100,94,87,29.53,29.42,29.39,6,4,2,22,12,36,0,8,Rain,76,12,24,2000,12-24,7,52,8.88888888888891,7.22222222222223,5.55555555555554,8.88888888888891,7.22222222222223,5
2000-12-25T00:00:00Z,2000-12-25,42,40,39,39,38,34,100,91,70,29.36,29.32,29.24,6,5,2,40,25,58,0,7,Rain,76,12,25,2000,12-25,1,52,5.55555555555554,4.44444444444446,3.88888888888891,3.88888888888891,3.33333333333331,1.11111111111109
2000-12-26T00:00:00Z,2000-12-26,41,37,33,39,34,25,100,86,60,29.24,29.2,29.15,6,6,6,36,28,59,0,8,Rain,67,12,26,2000,12-26,2,52,5,2.77777777777777,0.555555555555543,3.88888888888891,1.11111111111109,-3.88888888888891
2000-12-27T00:00:00Z,2000-12-27,42,36,30,37,31,27,100,81,53,29.47,29.39,29.24,6,6,6,20,13,34,0,3,,357,12,27,2000,12-27,3,52,5.55555555555554,2.22222222222223,-1.11111111111109,2.77777777777777,-0.555555555555543,-2.77777777777777
2000-12-28T00:00:00Z,2000-12-28,42,38,35,36,31,19,93,76,45,29.44,29.42,29.39,6,6,6,18,11,31,0,2,Rain,288,12,28,2000,12-28,4,52,5.55555555555554,3.33333333333331,1.66666666666669,2.22222222222223,-0.555555555555543,-7.22222222222223
2000-12-29T00:00:00Z,2000-12-29,39,34,28,36,31,25,100,90,60,29.68,29.56,29.44,6,6,6,15,8,31,0,2,Rain-Snow,358,12,29,2000,12-29,5,52,3.88888888888891,1.11111111111109,-2.22222222222223,2.22222222222223,-0.555555555555543,-3.88888888888891
2000-12-30T00:00:00Z,2000-12-30,42,37,32,39,32,25,100,87,66,30.01,29.87,29.68,6,6,6,14,6,26,0,2,Rain-Snow,1,12,30,2000,12-30,6,52,5.55555555555554,2.77777777777777,0,3.88888888888891,0,-3.88888888888891
2000-12-31T00:00:00Z,2000-12-31,53,46,39,52,44,30,100,89,57,29.92,29.42,29.06,6,4,1,33,20,60,0,7,Rain,178,12,31,2000,12-31,7,53,11.6666666666667,7.77777777777777,3.88888888888891,11.1111111111111,6.66666666666669,-1.11111111111109
2001-01-01T00:00:00Z,2001-1-1,53,50,46,50,48,46,100,92,82,29.09,29.01,28.91,6,6,4,24,19,44,0,4,Rain,202,1,1,2001,01-01,1,00,11.6666666666667,10,7.77777777777777,10,8.88888888888891,7.77777777777777
2001-01-02T00:00:00Z,2001-1-2,50,46,42,48,45,37,94,91,81,29.47,29.06,28.74,6,6,4,28,19,48,0,4,Rain,260,1,2,2001,01-02,2,00,10,7.77777777777777,5.55555555555554,8.88888888888891,7.22222222222223,2.77777777777777
2001-01-03T00:00:00Z,2001-1-3,50,46,41,50,45,37,100,92,71,29.53,29.35,29.15,6,5,1,18,13,30,0,5,Rain,211,1,3,2001,01-03,3,00,10,7.77777777777777,5,10,7.22222222222223,2.77777777777777
2001-01-04T00:00:00Z,2001-1-4,50,47,44,48,45,39,100,91,71,29.36,29.23,29.09,6,6,1,17,12,38,0,6,Rain,241,1,4,2001,01-04,4,00,10,8.33333333333331,6.66666666666669,8.88888888888891,7.22222222222223,3.88888888888891
2001-01-05T00:00:00Z,2001-1-5,46,44,41,43,42,39,100,92,87,29.36,29.14,29.03,6,6,5,12,7,NA,0,4,Rain,297,1,5,2001,01-05,5,00,7.77777777777777,6.66666666666669,5,6.11111111111109,5.55555555555554,3.88888888888891
2001-01-06T00:00:00Z,2001-1-6,50,44,39,48,41,37,94,90,81,29.71,29.55,29.39,6,6,6,12,9,28,0,3,Rain,279,1,6,2001,01-06,6,00,10,6.66666666666669,3.88888888888891,8.88888888888891,5,2.77777777777777
2001-01-07T00:00:00Z,2001-1-7,44,40,37,43,38,30,100,90,65,29.98,29.86,29.74,6,6,6,17,9,NA,0,3,,311,1,7,2001,01-07,7,01,6.66666666666669,4.44444444444446,2.77777777777777,6.11111111111109,3.33333333333331,-1.11111111111109
2001-01-08T00:00:00Z,2001-1-8,48,40,33,39,35,30,100,83,57,30.06,30.02,29.98,6,6,6,15,9,26,0,3,Rain,313,1,8,2001,01-08,1,01,8.88888888888891,4.44444444444446,0.555555555555543,3.88888888888891,1.66666666666669,-1.11111111111109
2001-01-09T00:00:00Z,2001-1-9,46,40,35,41,37,30,93,82,57,29.95,29.74,29.56,6,6,6,34,16,58,0,7,Rain,100,1,9,2001,01-09,2,01,7.77777777777777,4.44444444444446,1.66666666666669,5,2.77777777777777,-1.11111111111109
2001-01-10T00:00:00Z,2001-1-10,42,40,39,41,37,32,93,87,70,29.89,29.71,29.53,6,6,6,33,24,53,0,7,Rain,52,1,10,2001,01-10,3,01,5.55555555555554,4.44444444444446,3.88888888888891,5,2.77777777777777,0
2001-01-11T00:00:00Z,2001-1-11,44,42,39,43,39,34,100,91,76,29.95,29.88,29.8,6,4,2,38,24,62,0,8,Rain,66,1,11,2001,01-11,4,01,6.66666666666669,5.55555555555554,3.88888888888891,6.11111111111109,3.88888888888891,1.11111111111109
2001-01-12T00:00:00Z,2001-1-12,46,44,41,45,40,34,100,90,66,30.18,30.07,29.95,6,6,3,36,32,59,0,6,Rain,84,1,12,2001,01-12,5,01,7.77777777777777,6.66666666666669,5,7.22222222222223,4.44444444444446,1.11111111111109
2001-01-13T00:00:00Z,2001-1-13,46,42,37,43,39,32,100,87,66,30.42,30.32,30.18,6,6,6,30,24,47,0,4,,78,1,13,2001,01-13,6,01,7.77777777777777,5.55555555555554,2.77777777777777,6.11111111111109,3.88888888888891,0
2001-01-14T00:00:00Z,2001-1-14,44,40,37,39,37,32,100,85,75,30.42,30.36,30.24,6,6,6,30,23,48,0,2,,81,1,14,2001,01-14,7,02,6.66666666666669,4.44444444444446,2.77777777777777,3.88888888888891,2.77777777777777,0
2001-01-15T00:00:00Z,2001-1-15,42,38,35,39,35,25,93,82,56,30.24,30.12,30.06,6,6,3,20,16,34,0,7,,77,1,15,2001,01-15,1,02,5.55555555555554,3.33333333333331,1.66666666666669,3.88888888888891,1.66666666666669,-3.88888888888891
2001-01-16T00:00:00Z,2001-1-16,42,40,37,39,34,28,93,79,61,30.06,30.03,30.01,6,6,5,15,9,26,0,8,Rain-Snow,102,1,16,2001,01-16,2,02,5.55555555555554,4.44444444444446,2.77777777777777,3.88888888888891,1.11111111111109,-2.22222222222223
2001-01-17T00:00:00Z,2001-1-17,44,40,37,41,39,34,100,90,76,29.98,29.97,29.95,6,6,4,18,11,30,0,6,Rain-Thunderstorm,120,1,17,2001,01-17,3,02,6.66666666666669,4.44444444444446,2.77777777777777,5,3.88888888888891,1.11111111111109
2001-01-18T00:00:00Z,2001-1-18,44,42,39,41,37,32,100,84,70,30.09,29.99,29.92,6,6,4,18,12,32,0,7,Rain,90,1,18,2001,01-18,4,02,6.66666666666669,5.55555555555554,3.88888888888891,5,2.77777777777777,0
2001-01-19T00:00:00Z,2001-1-19,42,38,33,39,36,30,100,89,61,30.24,30.16,30.09,6,4,2,13,9,NA,0,6,,78,1,19,2001,01-19,5,02,5.55555555555554,3.33333333333331,0.555555555555543,3.88888888888891,2.22222222222223,-1.11111111111109
2001-01-20T00:00:00Z,2001-1-20,48,42,35,46,39,32,100,87,57,30.24,30.17,29.98,6,4,1,18,11,30,0,6,Rain,106,1,20,2001,01-20,6,02,8.88888888888891,5.55555555555554,1.66666666666669,7.77777777777777,3.88888888888891,0
2001-01-21T00:00:00Z,2001-1-21,51,48,46,50,47,45,100,96,76,29.92,29.78,29.62,6,2,0,20,11,32,0,7,Fog-Rain,196,1,21,2001,01-21,7,03,10.5555555555555,8.88888888888891,7.77777777777777,10,8.33333333333331,7.22222222222223
2001-01-22T00:00:00Z,2001-1-22,51,46,42,50,46,39,100,88,71,29.59,29.3,29.15,6,5,3,34,21,61,0,4,Rain,204,1,22,2001,01-22,1,03,10.5555555555555,7.77777777777777,5.55555555555554,10,7.77777777777777,3.88888888888891
2001-01-23T00:00:00Z,2001-1-23,53,50,46,52,47,43,100,92,76,29.3,29.04,28.88,6,4,1,34,23,58,0,5,Rain-Thunderstorm,214,1,23,2001,01-23,2,03,11.6666666666667,10,7.77777777777777,11.1111111111111,8.33333333333331,6.11111111111109
