CET,Max_TemperatureF,Mean_TemperatureF,Min_TemperatureF,Max_Dew_PointF,MeanDew_PointF,Min_DewpointF,Max_Humidity,Mean_Humidity,Min_Humidity,Max_Sea_Level_PressureIn,Mean_Sea_Level_PressureIn,Min_Sea_Level_PressureIn,Max_VisibilityMiles,Mean_VisibilityMiles,Min_VisibilityMiles,Max_Wind_SpeedMPH,Mean_Wind_SpeedMPH,Max_Gust_SpeedMPH,PrecipitationIn,CloudCover,Events,WindDirDegrees,month,day,year,month_day,dow,week,date,city,Max_TemperatureC,Mean_TemperatureC,Min_TemperatureC,Max_Dew_PointC,MeanDew_PointC,Min_DewpointC
1998-11-25,53,47,41,50,40,30,94,75,58,30.15,30.07,29.98,6,6,4,16,10,NA,0,5,Rain,353,11,25,1998,11-25,3,47,1998-11-25,Barcelona,11.6666666666667,8.33333333333331,5,10,4.44444444444446,-1.11111111111109
1998-11-26,62,52,41,50,43,37,93,81,51,30.18,30.09,30.04,6,5,4,16,9,NA,0,1,,357,11,26,1998,11-26,4,47,1998-11-26,Barcelona,16.6666666666667,11.1111111111111,5,10,6.11111111111109,2.77777777777777
1998-11-27,60,52,44,50,43,37,88,75,59,30.18,30.12,30.04,6,6,6,14,9,NA,0,4,,349,11,27,1998,11-27,5,47,1998-11-27,Barcelona,15.5555555555555,11.1111111111111,6.66666666666669,10,6.11111111111109,2.77777777777777
1998-11-28,62,56,51,57,52,48,94,88,77,30.12,30.07,30.01,6,6,6,14,9,NA,0,4,Rain,320,11,28,1998,11-28,6,47,1998-11-28,Barcelona,16.6666666666667,13.3333333333333,10.5555555555555,13.8888888888889,11.1111111111111,8.88888888888891
1998-11-29,57,52,46,52,48,43,94,86,67,30.04,29.93,29.86,6,6,6,12,7,NA,0,4,Thunderstorm,338,11,29,1998,11-29,7,48,1998-11-29,Barcelona,13.8888888888889,11.1111111111111,7.77777777777777,11.1111111111111,8.88888888888891,6.11111111111109
1998-11-30,53,48,42,46,40,36,87,73,58,30.01,29.97,29.92,6,6,6,14,8,NA,0,5,Rain-Thunderstorm,352,11,30,1998,11-30,1,48,1998-11-30,Barcelona,11.6666666666667,8.88888888888891,5.55555555555554,7.77777777777777,4.44444444444446,2.22222222222223
1998-12-1,57,50,44,46,43,39,100,79,54,30.09,30.06,30.01,6,6,6,14,7,NA,0,5,Rain,2,12,1,1998,12-01,2,48,1998-12-01,Barcelona,13.8888888888889,10,6.66666666666669,7.77777777777777,6.11111111111109,3.88888888888891
1998-12-2,53,50,46,50,45,41,94,80,71,30.09,30.04,29.92,6,6,6,23,13,32,0,6,Rain,23,12,2,1998,12-02,3,48,1998-12-02,Barcelona,11.6666666666667,10,7.77777777777777,10,7.22222222222223,5
1998-12-3,53,50,46,52,47,41,100,92,62,29.89,29.72,29.65,6,3,2,33,18,43,0,7,Rain-Thunderstorm,30,12,3,1998,12-03,4,48,1998-12-03,Barcelona,11.6666666666667,10,7.77777777777777,11.1111111111111,8.33333333333331,5
1998-12-4,53,48,42,43,37,34,81,66,51,29.89,29.73,29.65,6,6,6,18,13,NA,0,5,,350,12,4,1998,12-04,5,48,1998-12-04,Barcelona,11.6666666666667,8.88888888888891,5.55555555555554,6.11111111111109,2.77777777777777,1.11111111111109
1998-12-5,55,47,39,41,35,32,81,70,41,30.15,30.01,29.89,6,6,6,14,9,NA,0,1,,348,12,5,1998,12-05,6,48,1998-12-05,Barcelona,12.7777777777778,8.33333333333331,3.88888888888891,5,1.66666666666669,0
1998-12-6,55,48,41,37,35,34,76,65,51,30.27,30.21,30.15,6,6,5,15,10,NA,0,4,,351,12,6,1998,12-06,7,49,1998-12-06,Barcelona,12.7777777777778,8.88888888888891,5,2.77777777777777,1.66666666666669,1.11111111111109
1998-12-7,55,48,41,39,36,32,87,71,54,30.42,30.34,30.27,6,6,6,14,11,NA,0,1,,354,12,7,1998,12-07,1,49,1998-12-07,Barcelona,12.7777777777778,8.88888888888891,5,3.88888888888891,2.22222222222223,0
1998-12-8,55,47,39,39,37,34,87,73,51,30.42,30.39,30.36,6,6,6,16,11,NA,0,1,,346,12,8,1998,12-08,2,49,1998-12-08,Barcelona,12.7777777777778,8.33333333333331,3.88888888888891,3.88888888888891,2.77777777777777,1.11111111111109
1998-12-9,55,47,39,39,36,34,81,71,51,30.39,30.35,30.33,6,6,6,16,11,NA,0,3,,350,12,9,1998,12-09,3,49,1998-12-09,Barcelona,12.7777777777778,8.33333333333331,3.88888888888891,3.88888888888891,2.22222222222223,1.11111111111109
1998-12-10,62,52,41,45,40,36,82,72,48,30.39,30.29,30.21,6,4,3,14,10,NA,0,2,,345,12,10,1998,12-10,4,49,1998-12-10,Barcelona,16.6666666666667,11.1111111111111,5,7.22222222222223,4.44444444444446,2.22222222222223
1998-12-11,60,54,48,52,47,43,88,78,59,30.27,30.19,30.12,6,4,3,14,7,NA,0,5,,9,12,11,1998,12-11,5,49,1998-12-11,Barcelona,15.5555555555555,12.2222222222222,8.88888888888891,11.1111111111111,8.33333333333331,6.11111111111109
1998-12-12,62,55,48,52,47,45,94,84,59,30.45,30.36,30.27,6,5,3,12,8,NA,0,4,,341,12,12,1998,12-12,6,49,1998-12-12,Barcelona,16.6666666666667,12.7777777777778,8.88888888888891,11.1111111111111,8.33333333333331,7.22222222222223
1998-12-13,64,56,48,54,48,45,94,80,52,30.57,30.51,30.48,6,4,3,14,9,NA,0,1,,325,12,13,1998,12-13,7,50,1998-12-13,Barcelona,17.7777777777778,13.3333333333333,8.88888888888891,12.2222222222222,8.88888888888891,7.22222222222223
1998-12-14,66,56,46,50,43,39,94,72,49,30.54,30.47,30.42,6,6,5,16,10,NA,0,4,,330,12,14,1998,12-14,1,50,1998-12-14,Barcelona,18.8888888888889,13.3333333333333,7.77777777777777,10,6.11111111111109,3.88888888888891
1998-12-15,64,55,46,55,42,36,93,67,37,30.42,30.37,30.33,5,5,5,16,13,NA,0,0,,6,12,15,1998,12-15,2,50,1998-12-15,Barcelona,17.7777777777778,12.7777777777778,7.77777777777777,12.7777777777778,5.55555555555554,2.22222222222223
1998-12-16,60,51,42,50,42,36,93,75,45,30.42,30.37,30.33,6,6,4,14,10,NA,0,1,,329,12,16,1998,12-16,3,50,1998-12-16,Barcelona,15.5555555555555,10.5555555555555,5.55555555555554,10,5.55555555555554,2.22222222222223
1998-12-17,59,50,41,50,42,36,82,74,55,30.42,30.36,30.33,6,5,4,12,9,NA,0,3,,33,12,17,1998,12-17,4,50,1998-12-17,Barcelona,15,10,5,10,5.55555555555554,2.22222222222223
1998-12-18,59,52,44,45,42,39,82,72,55,30.42,30.36,30.3,5,4,2,14,9,NA,0,4,,350,12,18,1998,12-18,5,50,1998-12-18,Barcelona,15,11.1111111111111,6.66666666666669,7.22222222222223,5.55555555555554,3.88888888888891
1998-12-19,55,47,39,41,37,34,87,74,51,30.3,30.22,30.12,6,4,2,16,11,NA,0,3,,343,12,19,1998,12-19,6,50,1998-12-19,Barcelona,12.7777777777778,8.33333333333331,3.88888888888891,5,2.77777777777777,1.11111111111109
1998-12-20,57,50,42,41,37,32,87,64,47,30.09,29.77,29.56,6,6,3,21,13,28,0,4,,307,12,20,1998,12-20,7,51,1998-12-20,Barcelona,13.8888888888889,10,5.55555555555554,5,2.77777777777777,0
1998-12-21,57,48,39,32,23,18,65,40,21,30.09,29.87,29.62,6,6,6,17,10,28,0,1,,313,12,21,1998,12-21,1,51,1998-12-21,Barcelona,13.8888888888889,8.88888888888891,3.88888888888891,0,-5,-7.77777777777777
1998-12-22,53,46,39,34,28,21,75,55,38,30.27,30.21,30.12,NA,NA,NA,18,11,NA,0,NA,,352,12,22,1998,12-22,2,51,1998-12-22,Barcelona,11.6666666666667,7.77777777777777,3.88888888888891,1.11111111111109,-2.22222222222223,-6.11111111111109
1998-12-23,50,44,37,37,33,30,81,69,58,30.27,30.23,30.18,6,6,6,14,11,NA,0,5,,353,12,23,1998,12-23,3,51,1998-12-23,Barcelona,10,6.66666666666669,2.77777777777777,2.77777777777777,0.555555555555543,-1.11111111111109
1998-12-24,55,48,42,45,40,36,93,76,58,30.3,30.25,30.21,6,5,4,14,9,NA,0,4,,1,12,24,1998,12-24,4,51,1998-12-24,Barcelona,12.7777777777778,8.88888888888891,5.55555555555554,7.22222222222223,4.44444444444446,2.22222222222223
1998-12-25,59,48,37,37,31,25,87,63,27,30.45,30.39,30.3,6,5,4,18,11,NA,0,1,,350,12,25,1998,12-25,5,51,1998-12-25,Barcelona,15,8.88888888888891,2.77777777777777,2.77777777777777,-0.555555555555543,-3.88888888888891
1998-12-26,57,46,35,41,34,28,81,66,47,30.48,30.41,30.33,6,6,6,16,10,NA,0,3,,318,12,26,1998,12-26,6,51,1998-12-26,Barcelona,13.8888888888889,7.77777777777777,1.66666666666669,5,1.11111111111109,-2.22222222222223
1998-12-27,59,49,39,50,42,34,94,81,63,30.33,30.19,30.12,6,6,6,18,7,NA,0,1,,311,12,27,1998,12-27,7,52,1998-12-27,Barcelona,15,9.44444444444446,3.88888888888891,10,5.55555555555554,1.11111111111109
1998-12-28,60,52,44,50,45,41,93,82,59,30.12,30.06,30.01,6,6,4,12,7,NA,0,4,,12,12,28,1998,12-28,1,52,1998-12-28,Barcelona,15.5555555555555,11.1111111111111,6.66666666666669,10,7.22222222222223,5
1998-12-29,60,51,42,48,45,41,94,83,59,30.04,30,29.95,6,6,6,12,8,NA,0,3,,355,12,29,1998,12-29,2,52,1998-12-29,Barcelona,15.5555555555555,10.5555555555555,5.55555555555554,8.88888888888891,7.22222222222223,5
1998-12-30,59,52,44,55,48,43,100,86,72,29.98,29.92,29.83,6,4,3,15,9,NA,0,6,Rain,47,12,30,1998,12-30,3,52,1998-12-30,Barcelona,15,11.1111111111111,6.66666666666669,12.7777777777778,8.88888888888891,6.11111111111109
1998-12-31,59,54,50,55,49,45,100,79,59,29.83,29.75,29.68,6,6,4,16,9,NA,0,5,,201,12,31,1998,12-31,4,52,1998-12-31,Barcelona,15,12.2222222222222,10,12.7777777777778,9.44444444444446,7.22222222222223
1999-1-1,55,52,46,50,47,43,94,85,63,29.95,29.77,29.65,6,6,4,23,11,NA,0,5,Rain-Thunderstorm,20,1,1,1999,01-01,5,00,1999-01-01,Barcelona,12.7777777777778,11.1111111111111,7.77777777777777,10,8.33333333333331,6.11111111111109
1999-1-2,59,52,44,45,43,41,93,79,59,30.12,30.01,29.95,6,6,6,14,10,NA,0,4,,335,1,2,1999,01-02,6,00,1999-01-02,Barcelona,15,11.1111111111111,6.66666666666669,7.22222222222223,6.11111111111109,5
1999-1-3,69,56,42,43,40,39,93,68,35,30.24,30.18,30.12,6,6,6,14,7,NA,0,2,,347,1,3,1999,01-03,7,01,1999-01-03,Barcelona,20.5555555555555,13.3333333333333,5.55555555555554,6.11111111111109,4.44444444444446,3.88888888888891
1999-1-4,62,53,44,52,44,39,94,75,52,30.24,30.21,30.18,6,6,6,14,8,NA,0,2,,323,1,4,1999,01-04,1,01,1999-01-04,Barcelona,16.6666666666667,11.6666666666667,6.66666666666669,11.1111111111111,6.66666666666669,3.88888888888891
1999-1-5,60,53,44,52,45,41,93,80,59,30.24,30.17,30.15,NA,NA,NA,18,8,NA,0,NA,,317,1,5,1999,01-05,2,01,1999-01-05,Barcelona,15.5555555555555,11.6666666666667,6.66666666666669,11.1111111111111,7.22222222222223,5
1999-1-6,60,51,42,52,45,39,100,84,59,30.27,30.24,30.21,6,4,0,12,7,NA,0,2,Fog,334,1,6,1999,01-06,3,01,1999-01-06,Barcelona,15.5555555555555,10.5555555555555,5.55555555555554,11.1111111111111,7.22222222222223,3.88888888888891
1999-1-7,60,51,42,50,44,39,94,81,48,30.24,30.16,30.12,6,3,0,9,5,NA,0,3,Fog,338,1,7,1999,01-07,4,01,1999-01-07,Barcelona,15.5555555555555,10.5555555555555,5.55555555555554,10,6.66666666666669,3.88888888888891
1999-1-8,60,51,42,45,41,37,93,67,48,30.12,29.99,29.92,6,5,3,14,8,NA,0,3,,346,1,8,1999,01-08,5,01,1999-01-08,Barcelona,15.5555555555555,10.5555555555555,5.55555555555554,7.22222222222223,5,2.77777777777777
1999-1-9,53,48,42,52,45,41,100,88,72,29.92,29.81,29.59,6,5,2,21,8,25,0,5,Rain,26,1,9,1999,01-09,6,01,1999-01-09,Barcelona,11.6666666666667,8.88888888888891,5.55555555555554,11.1111111111111,7.22222222222223,5
1999-1-10,53,48,42,50,45,41,100,89,67,29.59,29.47,29.39,6,6,4,16,10,23,0,6,Rain,22,1,10,1999,01-10,7,02,1999-01-10,Barcelona,11.6666666666667,8.88888888888891,5.55555555555554,10,7.22222222222223,5
1999-1-11,50,42,35,41,31,27,93,65,40,30.06,29.83,29.59,6,6,5,10,7,NA,0,2,,333,1,11,1999,01-11,1,02,1999-01-11,Barcelona,10,5.55555555555554,1.66666666666669,5,-0.555555555555543,-2.77777777777777
1999-1-12,50,42,35,34,32,30,93,75,47,30.21,30.13,30.09,6,6,6,14,8,NA,0,1,,343,1,12,1999,01-12,2,02,1999-01-12,Barcelona,10,5.55555555555554,1.66666666666669,1.11111111111109,0,-1.11111111111109
1999-1-13,53,43,33,37,32,27,87,65,47,30.15,30.08,30.04,6,6,6,16,7,NA,0,2,,349,1,13,1999,01-13,3,02,1999-01-13,Barcelona,11.6666666666667,6.11111111111109,0.555555555555543,2.77777777777777,0,-2.77777777777777
1999-1-14,53,47,41,41,39,36,87,77,58,30.12,30.09,30.06,6,6,5,14,8,NA,0,4,,345,1,14,1999,01-14,4,02,1999-01-14,Barcelona,11.6666666666667,8.33333333333331,5,5,3.88888888888891,2.22222222222223
1999-1-15,57,49,41,48,41,37,93,83,62,30.21,30.16,30.12,6,5,4,14,9,NA,0,1,,336,1,15,1999,01-15,5,02,1999-01-15,Barcelona,13.8888888888889,9.44444444444446,5,8.88888888888891,5,2.77777777777777
1999-1-16,55,46,37,50,43,36,100,88,81,30.21,30.16,30.12,6,5,4,16,9,NA,0,2,,310,1,16,1999,01-16,6,02,1999-01-16,Barcelona,12.7777777777778,7.77777777777777,2.77777777777777,10,6.11111111111109,2.22222222222223
1999-1-17,57,52,48,55,52,46,100,95,88,30.12,29.97,29.89,5,4,3,14,7,NA,0,6,Rain,216,1,17,1999,01-17,7,03,1999-01-17,Barcelona,13.8888888888889,11.1111111111111,8.88888888888891,12.7777777777778,11.1111111111111,7.77777777777777
1999-1-18,55,52,48,50,46,43,100,82,63,30.24,30.11,29.95,6,5,2,12,6,NA,0,5,Rain,354,1,18,1999,01-18,1,03,1999-01-18,Barcelona,12.7777777777778,11.1111111111111,8.88888888888891,10,7.77777777777777,6.11111111111109
1999-1-19,59,52,46,46,40,36,87,67,51,30.27,30.25,30.21,6,6,6,14,11,NA,0,2,,336,1,19,1999,01-19,2,03,1999-01-19,Barcelona,15,11.1111111111111,7.77777777777777,7.77777777777777,4.44444444444446,2.22222222222223
1999-1-20,57,48,39,48,40,36,94,79,54,30.27,30.24,30.21,6,6,6,14,11,NA,0,1,,329,1,20,1999,01-20,3,03,1999-01-20,Barcelona,13.8888888888889,8.88888888888891,3.88888888888891,8.88888888888891,4.44444444444446,2.22222222222223
1999-1-21,59,50,42,50,45,39,94,85,63,30.24,30.21,30.18,6,6,6,12,8,NA,0,3,,352,1,21,1999,01-21,4,03,1999-01-21,Barcelona,15,10,5.55555555555554,10,7.22222222222223,3.88888888888891
1999-1-22,59,52,46,50,47,45,93,85,72,30.21,30.18,30.15,6,5,4,12,9,NA,0,5,,26,1,22,1999,01-22,5,03,1999-01-22,Barcelona,15,11.1111111111111,7.77777777777777,10,8.33333333333331,7.22222222222223
1999-1-23,57,52,46,50,46,43,94,86,71,30.27,30.22,30.18,6,6,4,16,9,NA,0,4,,12,1,23,1999,01-23,6,03,1999-01-23,Barcelona,13.8888888888889,11.1111111111111,7.77777777777777,10,7.77777777777777,6.11111111111109
1999-1-24,59,50,42,50,44,41,94,84,59,30.39,30.32,30.27,6,4,4,14,9,NA,0,1,,338,1,24,1999,01-24,7,04,1999-01-24,Barcelona,15,10,5.55555555555554,10,6.66666666666669,5
1999-1-25,59,50,41,50,41,37,94,80,48,30.45,30.42,30.39,5,4,4,16,12,NA,0,1,,340,1,25,1999,01-25,1,04,1999-01-25,Barcelona,15,10,5,10,5,2.77777777777777
1999-1-26,60,51,42,46,40,37,82,71,51,30.36,30.19,30.09,6,6,6,18,11,NA,0,4,,353,1,26,1999,01-26,2,04,1999-01-26,Barcelona,15.5555555555555,10.5555555555555,5.55555555555554,7.77777777777777,4.44444444444446,2.77777777777777
1999-1-27,60,51,42,48,43,39,100,80,52,30.09,30.05,29.95,6,6,4,14,8,NA,0,3,,346,1,27,1999,01-27,3,04,1999-01-27,Barcelona,15.5555555555555,10.5555555555555,5.55555555555554,8.88888888888891,6.11111111111109,3.88888888888891
1999-1-28,60,50,41,54,45,41,100,82,55,30.39,30.06,29.98,6,6,5,12,6,NA,0,2,,3,1,28,1999,01-28,4,04,1999-01-28,Barcelona,15.5555555555555,10,5,12.2222222222222,7.22222222222223,5
1999-1-29,62,54,46,52,45,39,88,68,48,30.15,30.05,29.95,6,6,6,17,9,NA,0,3,,45,1,29,1999,01-29,5,04,1999-01-29,Barcelona,16.6666666666667,12.2222222222222,7.77777777777777,11.1111111111111,7.22222222222223,3.88888888888891
1999-1-30,59,50,42,46,32,3,100,56,15,30.24,30.19,30.15,6,6,6,30,7,NA,0,2,,27,1,30,1999,01-30,6,04,1999-01-30,Barcelona,15,10,5.55555555555554,7.77777777777777,0,-16.1111111111111
1999-1-31,46,40,33,27,18,3,75,42,17,30.33,30.28,30.18,6,6,6,23,9,30,0,1,,35,1,31,1999,01-31,7,05,1999-01-31,Barcelona,7.77777777777777,4.44444444444446,0.555555555555543,-2.77777777777777,-7.77777777777777,-16.1111111111111
1999-2-1,48,40,32,30,24,21,69,56,34,30.36,30.32,30.3,NA,NA,NA,16,9,NA,0,NA,,337,2,1,1999,02-01,1,05,1999-02-01,Barcelona,8.88888888888891,4.44444444444446,0,-1.11111111111109,-4.44444444444446,-6.11111111111109
1999-2-2,51,42,33,32,26,23,70,54,38,30.51,30.43,30.36,6,6,6,16,12,NA,0,1,,322,2,2,1999,02-02,2,05,1999-02-02,Barcelona,10.5555555555555,5.55555555555554,0.555555555555543,0,-3.33333333333331,-5
1999-2-3,55,46,37,36,32,27,75,62,47,30.57,30.52,30.48,6,6,5,16,11,NA,0,3,,348,2,3,1999,02-03,3,05,1999-02-03,Barcelona,12.7777777777778,7.77777777777777,2.77777777777777,2.22222222222223,0,-2.77777777777777
1999-2-4,59,50,42,50,38,34,93,67,48,30.45,30.4,30.33,6,6,4,14,9,NA,0,3,,315,2,4,1999,02-04,4,05,1999-02-04,Barcelona,15,10,5.55555555555554,10,3.33333333333331,1.11111111111109
1999-2-5,60,52,44,48,40,36,94,71,42,30.33,30.18,30.06,6,4,2,16,10,NA,0,1,,1,2,5,1999,02-05,5,05,1999-02-05,Barcelona,15.5555555555555,11.1111111111111,6.66666666666669,8.88888888888891,4.44444444444446,2.22222222222223
1999-2-6,60,51,42,48,41,36,93,74,39,30.09,30.05,30.04,6,5,4,12,6,NA,0,1,,1,2,6,1999,02-06,6,05,1999-02-06,Barcelona,15.5555555555555,10.5555555555555,5.55555555555554,8.88888888888891,5,2.22222222222223
1999-2-7,57,50,44,45,40,37,93,68,51,30.04,29.89,29.8,6,6,4,15,9,NA,0,3,,321,2,7,1999,02-07,7,06,1999-02-07,Barcelona,13.8888888888889,10,6.66666666666669,7.22222222222223,4.44444444444446,2.77777777777777
1999-2-8,57,52,46,46,39,36,82,65,44,30.01,29.94,29.86,6,6,6,17,8,NA,0,2,,300,2,8,1999,02-08,1,06,1999-02-08,Barcelona,13.8888888888889,11.1111111111111,7.77777777777777,7.77777777777777,3.88888888888891,2.22222222222223
1999-2-9,60,55,50,41,39,36,71,56,39,29.92,29.66,29.53,6,6,6,18,12,28,0,4,,261,2,9,1999,02-09,2,06,1999-02-09,Barcelona,15.5555555555555,12.7777777777778,10,5,3.88888888888891,2.22222222222223
1999-2-10,51,46,41,43,27,12,87,50,21,29.86,29.72,29.56,6,6,6,21,8,24,0,3,Rain,318,2,10,1999,02-10,3,06,1999-02-10,Barcelona,10.5555555555555,7.77777777777777,5,6.11111111111109,-2.77777777777777,-11.1111111111111
1999-2-11,55,45,35,25,19,14,52,38,20,30.01,29.97,29.89,6,6,6,18,10,NA,0,2,,322,2,11,1999,02-11,4,06,1999-02-11,Barcelona,12.7777777777778,7.22222222222223,1.66666666666669,-3.88888888888891,-7.22222222222223,-10
1999-2-12,51,42,33,30,23,18,70,48,33,30.09,30.05,30.01,6,6,6,14,9,NA,0,1,,351,2,12,1999,02-12,5,06,1999-02-12,Barcelona,10.5555555555555,5.55555555555554,0.555555555555543,-1.11111111111109,-5,-7.77777777777777
1999-2-13,50,42,35,28,25,19,65,51,32,30.24,30.15,30.12,6,6,6,14,10,NA,0,1,,25,2,13,1999,02-13,6,06,1999-02-13,Barcelona,10,5.55555555555554,1.66666666666669,-2.22222222222223,-3.88888888888891,-7.22222222222223
1999-2-14,50,42,35,30,23,19,75,48,30,30.33,30.28,30.24,6,6,6,16,7,NA,0,2,,346,2,14,1999,02-14,7,07,1999-02-14,Barcelona,10,5.55555555555554,1.66666666666669,-1.11111111111109,-5,-7.22222222222223
1999-2-15,50,42,35,39,30,19,81,60,45,30.33,30.3,30.27,6,6,6,18,9,NA,0,5,Rain,330,2,15,1999,02-15,1,07,1999-02-15,Barcelona,10,5.55555555555554,1.66666666666669,3.88888888888891,-1.11111111111109,-7.22222222222223
1999-2-16,57,49,41,45,39,34,87,69,51,30.3,30.19,30.09,6,6,5,16,8,NA,0,5,,310,2,16,1999,02-16,2,07,1999-02-16,Barcelona,13.8888888888889,9.44444444444446,5,7.22222222222223,3.88888888888891,1.11111111111109
1999-2-17,57,49,41,45,42,39,93,80,58,30.15,30.1,30.06,6,6,6,12,8,NA,0,2,,10,2,17,1999,02-17,3,07,1999-02-17,Barcelona,13.8888888888889,9.44444444444446,5,7.22222222222223,5.55555555555554,3.88888888888891
1999-2-18,62,52,42,52,43,37,100,76,45,30.24,30.18,30.12,6,5,2,12,8,NA,0,2,,2,2,18,1999,02-18,4,07,1999-02-18,Barcelona,16.6666666666667,11.1111111111111,5.55555555555554,11.1111111111111,6.11111111111109,2.77777777777777
1999-2-19,62,54,46,50,45,41,94,78,52,30.39,30.33,30.27,6,6,6,14,8,NA,0,2,,313,2,19,1999,02-19,5,07,1999-02-19,Barcelona,16.6666666666667,12.2222222222222,7.77777777777777,10,7.22222222222223,5
1999-2-20,60,53,46,52,46,43,94,80,52,30.33,30.28,30.21,6,6,4,12,6,NA,0,3,,357,2,20,1999,02-20,6,07,1999-02-20,Barcelona,15.5555555555555,11.6666666666667,7.77777777777777,11.1111111111111,7.77777777777777,6.11111111111109
1999-2-21,64,52,41,52,46,39,100,79,45,30.24,30.15,30.06,6,5,4,16,6,NA,0,3,,346,2,21,1999,02-21,7,08,1999-02-21,Barcelona,17.7777777777778,11.1111111111111,5,11.1111111111111,7.77777777777777,3.88888888888891
1999-2-22,73,58,42,48,42,36,100,58,31,30.06,29.91,29.8,6,6,5,28,9,37,0,3,,300,2,22,1999,02-22,1,08,1999-02-22,Barcelona,22.7777777777778,14.4444444444445,5.55555555555554,8.88888888888891,5.55555555555554,2.22222222222223
1999-2-23,57,52,46,50,43,34,94,71,50,30.15,30.08,29.98,6,6,6,18,12,NA,0,3,,100,2,23,1999,02-23,2,08,1999-02-23,Barcelona,13.8888888888889,11.1111111111111,7.77777777777777,10,6.11111111111109,1.11111111111109
1999-2-24,59,54,50,52,50,46,100,85,67,30.15,29.95,29.83,6,6,2,16,6,NA,0,5,,258,2,24,1999,02-24,3,08,1999-02-24,Barcelona,15,12.2222222222222,10,11.1111111111111,10,7.77777777777777
1999-2-25,60,55,50,52,49,43,94,80,59,30.12,29.96,29.83,6,6,6,16,9,NA,0,5,,74,2,25,1999,02-25,4,08,1999-02-25,Barcelona,15.5555555555555,12.7777777777778,10,11.1111111111111,9.44444444444446,6.11111111111109
1999-2-26,59,54,48,52,47,43,100,81,67,30.15,30.11,30.06,6,5,3,9,6,NA,0,4,,35,2,26,1999,02-26,5,08,1999-02-26,Barcelona,15,12.2222222222222,8.88888888888891,11.1111111111111,8.33333333333331,6.11111111111109
1999-2-27,59,54,50,54,50,46,94,87,63,30.09,30.03,30.01,6,5,3,17,9,29,0,5,Rain,43,2,27,1999,02-27,6,08,1999-02-27,Barcelona,15,12.2222222222222,10,12.2222222222222,10,7.77777777777777
1999-2-28,57,52,48,52,49,46,94,87,77,30.24,30.16,30.09,6,6,5,16,10,NA,0,4,Rain,38,2,28,1999,02-28,7,09,1999-02-28,Barcelona,13.8888888888889,11.1111111111111,8.88888888888891,11.1111111111111,9.44444444444446,7.77777777777777
1999-3-1,59,52,46,48,45,41,94,77,55,30.33,30.28,30.24,6,6,5,9,6,NA,0,2,,312,3,1,1999,03-01,1,09,1999-03-01,Barcelona,15,11.1111111111111,7.77777777777777,8.88888888888891,7.22222222222223,5
1999-3-2,60,52,44,48,43,39,93,72,48,30.33,30.22,30.09,5,4,4,18,8,NA,0,0,,298,3,2,1999,03-02,2,09,1999-03-02,Barcelona,15.5555555555555,11.1111111111111,6.66666666666669,8.88888888888891,6.11111111111109,3.88888888888891
1999-3-3,59,52,46,55,50,41,94,85,71,30.06,29.82,29.53,6,5,4,14,7,NA,0,5,Rain,246,3,3,1999,03-03,3,09,1999-03-03,Barcelona,15,11.1111111111111,7.77777777777777,12.7777777777778,10,5
1999-3-4,57,52,46,48,35,28,82,51,33,29.59,29.52,29.47,6,6,6,18,9,28,0,5,,268,3,4,1999,03-04,4,09,1999-03-04,Barcelona,13.8888888888889,11.1111111111111,7.77777777777777,8.88888888888891,1.66666666666669,-2.22222222222223
1999-3-5,59,52,46,34,31,27,54,45,35,29.74,29.62,29.56,6,6,6,25,13,32,0,3,,268,3,5,1999,03-05,5,09,1999-03-05,Barcelona,15,11.1111111111111,7.77777777777777,1.11111111111109,-0.555555555555543,-2.77777777777777
1999-3-6,59,50,42,30,29,27,57,44,33,29.86,29.75,29.71,6,6,6,25,11,30,0,1,,295,3,6,1999,03-06,6,09,1999-03-06,Barcelona,15,10,5.55555555555554,-1.11111111111109,-1.66666666666669,-2.77777777777777
1999-3-7,59,50,41,41,35,30,81,60,44,29.95,29.89,29.86,6,6,6,18,7,NA,0,3,,323,3,7,1999,03-07,7,10,1999-03-07,Barcelona,15,10,5,5,1.66666666666669,-1.11111111111109
1999-3-8,60,50,41,54,45,37,94,82,62,29.95,29.88,29.83,6,6,6,20,9,NA,0,3,,296,3,8,1999,03-08,1,10,1999-03-08,Barcelona,15.5555555555555,10,5,12.2222222222222,7.22222222222223,2.77777777777777
1999-3-9,60,53,46,52,48,43,100,84,67,29.89,29.84,29.8,6,6,6,12,7,NA,0,3,,310,3,9,1999,03-09,2,10,1999-03-09,Barcelona,15.5555555555555,11.6666666666667,7.77777777777777,11.1111111111111,8.88888888888891,6.11111111111109
1999-3-10,62,54,46,55,49,43,100,86,59,29.92,29.86,29.83,6,4,0,12,8,NA,0,6,Fog,48,3,10,1999,03-10,3,10,1999-03-10,Barcelona,16.6666666666667,12.2222222222222,7.77777777777777,12.7777777777778,9.44444444444446,6.11111111111109
1999-3-11,60,55,50,55,53,48,100,92,77,29.92,29.9,29.86,6,3,1,14,10,NA,0,5,Fog,46,3,11,1999,03-11,4,10,1999-03-11,Barcelona,15.5555555555555,12.7777777777778,10,12.7777777777778,11.6666666666667,8.88888888888891
