Date,WET,Max_TemperatureF,Mean_TemperatureF,Min_TemperatureF,Max_Dew_PointF,MeanDew_PointF,Min_DewpointF,Max_Humidity,Mean_Humidity,Min_Humidity,Max_Sea_Level_PressureIn,Mean_Sea_Level_PressureIn,Min_Sea_Level_PressureIn,Max_VisibilityMiles,Mean_VisibilityMiles,Min_VisibilityMiles,Max_Wind_SpeedMPH,Mean_Wind_SpeedMPH,Max_Gust_SpeedMPH,PrecipitationIn,CloudCover,Events,WindDirDegrees,month,day,year,month_day,dow,week,Max_TemperatureC,Mean_TemperatureC,Min_TemperatureC,Max_Dew_PointC,MeanDew_PointC,Min_DewpointC
2001-01-09T00:00:00Z,2001-1-9,69,63,57,61,57,52,88,79,68,30.15,30.11,30.06,6,6,6,12,3,NA,0,1,,192,1,9,2001,01-09,2,01,20.5555555555555,17.2222222222222,13.8888888888889,16.1111111111111,13.8888888888889,11.1111111111111
2001-01-10T00:00:00Z,2001-1-10,71,66,60,64,61,55,94,86,69,30.15,30.1,30.06,6,6,6,6,1,NA,0,1,,160,1,10,2001,01-10,3,01,21.6666666666667,18.8888888888889,15.5555555555555,17.7777777777778,16.1111111111111,12.7777777777778
2001-01-11T00:00:00Z,2001-1-11,69,64,60,63,58,54,94,78,64,30.18,30.14,30.09,6,6,6,16,4,NA,0,2,,7,1,11,2001,01-11,4,01,20.5555555555555,17.7777777777778,15.5555555555555,17.2222222222222,14.4444444444445,12.2222222222222
2001-01-12T00:00:00Z,2001-1-12,73,68,62,63,57,52,88,71,50,30.24,30.18,30.15,6,6,6,17,9,NA,0,3,,360,1,12,2001,01-12,5,01,22.7777777777778,20,16.6666666666667,17.2222222222222,13.8888888888889,11.1111111111111
2001-01-13T00:00:00Z,2001-1-13,69,66,62,63,59,54,94,79,68,30.3,30.24,30.21,6,6,6,23,13,NA,0,3,,9,1,13,2001,01-13,6,01,20.5555555555555,18.8888888888889,16.6666666666667,17.2222222222222,15,12.2222222222222
2001-01-14T00:00:00Z,2001-1-14,71,66,62,61,57,54,83,72,60,30.27,30.21,30.18,6,6,6,25,13,NA,0,4,,8,1,14,2001,01-14,7,02,21.6666666666667,18.8888888888889,16.6666666666667,16.1111111111111,13.8888888888889,12.2222222222222
2001-01-15T00:00:00Z,2001-1-15,73,68,64,63,60,57,88,75,64,30.24,30.18,30.15,6,6,6,22,12,NA,0,4,,7,1,15,2001,01-15,1,02,22.7777777777778,20,17.7777777777778,17.2222222222222,15.5555555555555,13.8888888888889
2001-01-16T00:00:00Z,2001-1-16,71,68,64,64,62,59,94,82,69,30.27,30.21,30.18,6,6,6,20,11,NA,0,4,,16,1,16,2001,01-16,2,02,21.6666666666667,20,17.7777777777778,17.7777777777778,16.6666666666667,15
2001-01-17T00:00:00Z,2001-1-17,69,66,62,61,57,54,88,72,56,30.3,30.26,30.21,6,6,6,16,8,NA,0,4,,20,1,17,2001,01-17,3,02,20.5555555555555,18.8888888888889,16.6666666666667,16.1111111111111,13.8888888888889,12.2222222222222
2001-01-18T00:00:00Z,2001-1-18,69,66,64,57,55,54,73,65,60,30.36,30.29,30.24,6,6,6,18,8,NA,0,5,,17,1,18,2001,01-18,4,02,20.5555555555555,18.8888888888889,17.7777777777778,13.8888888888889,12.7777777777778,12.2222222222222
2001-01-19T00:00:00Z,2001-1-19,73,68,64,63,58,55,83,75,64,30.36,30.32,30.3,6,6,6,21,11,NA,0,4,,18,1,19,2001,01-19,5,02,22.7777777777778,20,17.7777777777778,17.2222222222222,14.4444444444445,12.7777777777778
2001-01-20T00:00:00Z,2001-1-20,68,65,60,55,55,54,82,72,64,30.33,30.28,30.24,6,6,6,17,13,NA,0,4,,19,1,20,2001,01-20,6,02,20,18.3333333333333,15.5555555555555,12.7777777777778,12.7777777777778,12.2222222222222
2001-01-21T00:00:00Z,2001-1-21,68,62,57,61,58,55,94,82,68,30.24,30.17,30.09,6,6,6,10,3,NA,0,1,,1,1,21,2001,01-21,7,03,20,16.6666666666667,13.8888888888889,16.1111111111111,14.4444444444445,12.7777777777778
2001-01-22T00:00:00Z,2001-1-22,71,66,62,64,58,39,88,77,37,30.24,30.17,30.12,6,6,6,21,9,NA,0,1,,11,1,22,2001,01-22,1,03,21.6666666666667,18.8888888888889,16.6666666666667,17.7777777777778,14.4444444444445,3.88888888888891
2001-01-23T00:00:00Z,2001-1-23,73,66,60,61,48,36,77,52,33,30.33,30.27,30.24,NA,NA,NA,10,3,NA,0,NA,,350,1,23,2001,01-23,2,03,22.7777777777778,18.8888888888889,15.5555555555555,16.1111111111111,8.88888888888891,2.22222222222223
2001-01-24T00:00:00Z,2001-1-24,78,69,60,63,48,34,88,51,32,30.33,30.29,30.27,NA,NA,NA,17,3,NA,0,NA,,12,1,24,2001,01-24,3,03,25.5555555555555,20.5555555555555,15.5555555555555,17.2222222222222,8.88888888888891,1.11111111111109
2001-01-25T00:00:00Z,2001-1-25,71,68,64,66,60,54,94,79,64,30.39,30.34,30.27,6,6,6,25,14,NA,0,4,,17,1,25,2001,01-25,4,03,21.6666666666667,20,17.7777777777778,18.8888888888889,15.5555555555555,12.2222222222222
2001-01-26T00:00:00Z,2001-1-26,69,66,64,57,54,52,77,65,56,30.42,30.36,30.33,6,6,6,29,19,34,0,4,,12,1,26,2001,01-26,5,03,20.5555555555555,18.8888888888889,17.7777777777778,13.8888888888889,12.2222222222222,11.1111111111111
2001-01-27T00:00:00Z,2001-1-27,69,66,62,61,57,55,94,73,60,30.42,30.35,30.33,6,6,6,26,20,NA,0,5,,11,1,27,2001,01-27,6,03,20.5555555555555,18.8888888888889,16.6666666666667,16.1111111111111,13.8888888888889,12.7777777777778
2001-01-28T00:00:00Z,2001-1-28,71,68,64,64,59,55,94,75,64,30.36,30.3,30.24,6,6,6,25,20,30,0,5,,9,1,28,2001,01-28,7,04,21.6666666666667,20,17.7777777777778,17.7777777777778,15,12.7777777777778
2001-01-29T00:00:00Z,2001-1-29,68,65,62,63,56,52,88,71,56,30.27,30.24,30.18,6,6,4,33,24,39,0,5,Rain,12,1,29,2001,01-29,1,04,20,18.3333333333333,16.6666666666667,17.2222222222222,13.3333333333333,11.1111111111111
2001-01-30T00:00:00Z,2001-1-30,69,66,62,57,56,54,77,71,64,30.24,30.2,30.15,6,6,6,31,25,34,0,5,,15,1,30,2001,01-30,2,04,20.5555555555555,18.8888888888889,16.6666666666667,13.8888888888889,13.3333333333333,12.2222222222222
2001-01-31T00:00:00Z,2001-1-31,68,65,62,61,59,57,88,80,73,30.27,30.22,30.18,6,6,6,22,15,NA,0,2,,19,1,31,2001,01-31,3,04,20,18.3333333333333,16.6666666666667,16.1111111111111,15,13.8888888888889
2001-02-01T00:00:00Z,2001-2-1,68,64,60,59,57,55,83,76,68,30.27,30.24,30.21,6,6,6,18,13,NA,0,4,,23,2,1,2001,02-01,4,04,20,17.7777777777778,15.5555555555555,15,13.8888888888889,12.7777777777778
2001-02-02T00:00:00Z,2001-2-2,69,66,62,59,57,54,83,74,68,30.24,30.21,30.18,6,6,6,14,9,NA,0,4,,32,2,2,2001,02-02,5,04,20.5555555555555,18.8888888888889,16.6666666666667,15,13.8888888888889,12.2222222222222
2001-02-03T00:00:00Z,2001-2-3,68,64,60,59,57,55,88,78,68,30.27,30.22,30.18,6,6,6,12,7,NA,0,3,,28,2,3,2001,02-03,6,04,20,17.7777777777778,15.5555555555555,15,13.8888888888889,12.7777777777778
2001-02-04T00:00:00Z,2001-2-4,68,64,60,59,57,54,82,76,68,30.3,30.25,30.21,6,6,6,18,9,NA,0,2,,9,2,4,2001,02-04,7,05,20,17.7777777777778,15.5555555555555,15,13.8888888888889,12.2222222222222
2001-02-05T00:00:00Z,2001-2-5,68,64,60,61,57,54,88,79,73,30.3,30.24,30.18,6,6,6,10,6,NA,0,1,,16,2,5,2001,02-05,1,05,20,17.7777777777778,15.5555555555555,16.1111111111111,13.8888888888889,12.2222222222222
2001-02-06T00:00:00Z,2001-2-6,75,66,57,63,57,46,94,77,36,30.24,30.15,30.06,6,6,6,15,4,NA,0,1,,192,2,6,2001,02-06,2,05,23.8888888888889,18.8888888888889,13.8888888888889,17.2222222222222,13.8888888888889,7.77777777777777
2001-02-07T00:00:00Z,2001-2-7,73,66,59,63,55,46,94,72,49,30.3,30.17,30.09,6,6,6,23,6,NA,0,5,,351,2,7,2001,02-07,3,05,22.7777777777778,18.8888888888889,15,17.2222222222222,12.7777777777778,7.77777777777777
2001-02-08T00:00:00Z,2001-2-8,68,65,62,59,54,50,78,69,63,30.33,30.28,30.24,6,6,6,20,12,16,0,3,,12,2,8,2001,02-08,4,05,20,18.3333333333333,16.6666666666667,15,12.2222222222222,10
2001-02-09T00:00:00Z,2001-2-9,69,66,62,59,57,54,82,73,68,30.33,30.27,30.21,6,6,6,26,16,26,0,4,,16,2,9,2001,02-09,5,05,20.5555555555555,18.8888888888889,16.6666666666667,15,13.8888888888889,12.2222222222222
2001-02-10T00:00:00Z,2001-2-10,75,68,60,59,51,39,94,55,29,30.33,30.28,30.24,4,3,2,12,6,NA,0,0,,103,2,10,2001,02-10,6,05,23.8888888888889,20,15.5555555555555,15,10.5555555555555,3.88888888888891
2001-02-11T00:00:00Z,2001-2-11,75,70,66,55,48,39,64,48,27,30.39,30.31,30.27,3,3,2,7,1,NA,0,0,,164,2,11,2001,02-11,7,06,23.8888888888889,21.1111111111111,18.8888888888889,12.7777777777778,8.88888888888891,3.88888888888891
2001-02-12T00:00:00Z,2001-2-12,77,70,62,61,51,43,78,52,38,30.36,30.32,30.27,6,5,3,9,2,NA,0,1,,188,2,12,2001,02-12,1,06,25,21.1111111111111,16.6666666666667,16.1111111111111,10.5555555555555,6.11111111111109
2001-02-13T00:00:00Z,2001-2-13,75,68,62,55,48,36,60,49,33,30.39,30.33,30.3,5,5,5,9,4,NA,0,0,,182,2,13,2001,02-13,2,06,23.8888888888889,20,16.6666666666667,12.7777777777778,8.88888888888891,2.22222222222223
2001-02-14T00:00:00Z,2001-2-14,73,68,62,61,49,36,88,54,32,30.3,30.24,30.21,NA,NA,NA,9,3,NA,0,NA,,343,2,14,2001,02-14,3,06,22.7777777777778,20,16.6666666666667,16.1111111111111,9.44444444444446,2.22222222222223
2001-02-15T00:00:00Z,2001-2-15,69,64,60,61,58,55,94,79,68,30.24,30.19,30.15,6,6,4,21,10,NA,0,1,,14,2,15,2001,02-15,4,06,20.5555555555555,17.7777777777778,15.5555555555555,16.1111111111111,14.4444444444445,12.7777777777778
2001-02-16T00:00:00Z,2001-2-16,69,66,62,59,56,54,88,72,60,30.21,30.18,30.15,6,6,6,22,11,NA,0,6,,20,2,16,2001,02-16,5,06,20.5555555555555,18.8888888888889,16.6666666666667,15,13.3333333333333,12.2222222222222
2001-02-17T00:00:00Z,2001-2-17,69,66,64,57,55,52,77,69,64,30.21,30.18,30.15,6,6,6,23,14,NA,0,4,,15,2,17,2001,02-17,6,06,20.5555555555555,18.8888888888889,17.7777777777778,13.8888888888889,12.7777777777778,11.1111111111111
2001-02-18T00:00:00Z,2001-2-18,69,66,62,61,58,57,83,78,68,30.21,30.17,30.12,6,6,6,21,13,NA,0,3,,15,2,18,2001,02-18,7,07,20.5555555555555,18.8888888888889,16.6666666666667,16.1111111111111,14.4444444444445,13.8888888888889
2001-02-19T00:00:00Z,2001-2-19,69,66,62,61,58,55,88,79,68,30.18,30.15,30.12,6,6,6,24,16,NA,0,2,,13,2,19,2001,02-19,1,07,20.5555555555555,18.8888888888889,16.6666666666667,16.1111111111111,14.4444444444445,12.7777777777778
2001-02-20T00:00:00Z,2001-2-20,69,64,60,57,55,54,82,72,60,30.15,30.1,30.06,6,6,6,21,15,NA,0,2,,15,2,20,2001,02-20,2,07,20.5555555555555,17.7777777777778,15.5555555555555,13.8888888888889,12.7777777777778,12.2222222222222
2001-02-21T00:00:00Z,2001-2-21,68,64,60,59,57,54,83,75,68,30.15,30.11,30.09,6,6,6,21,14,NA,0,3,,22,2,21,2001,02-21,3,07,20,17.7777777777778,15.5555555555555,15,13.8888888888889,12.2222222222222
2001-02-22T00:00:00Z,2001-2-22,71,66,60,63,59,55,88,79,69,30.09,30.05,30.01,6,6,5,23,18,30,0,1,,8,2,22,2001,02-22,4,07,21.6666666666667,18.8888888888889,15.5555555555555,17.2222222222222,15,12.7777777777778
2001-02-23T00:00:00Z,2001-2-23,69,64,60,57,55,52,82,69,60,30.04,30.02,29.98,6,6,6,26,19,NA,0,3,,7,2,23,2001,02-23,5,07,20.5555555555555,17.7777777777778,15.5555555555555,13.8888888888889,12.7777777777778,11.1111111111111
2001-02-24T00:00:00Z,2001-2-24,69,64,60,59,55,52,77,72,64,30.04,29.98,29.92,6,6,6,23,9,NA,0,4,,8,2,24,2001,02-24,6,07,20.5555555555555,17.7777777777778,15.5555555555555,15,12.7777777777778,11.1111111111111
2001-02-25T00:00:00Z,2001-2-25,68,64,59,57,55,52,82,71,68,30.04,30,29.95,6,6,6,9,2,NA,0,5,,356,2,25,2001,02-25,7,08,20,17.7777777777778,15,13.8888888888889,12.7777777777778,11.1111111111111
2001-02-26T00:00:00Z,2001-2-26,69,63,57,59,55,50,82,73,68,30.12,30.06,30.01,6,6,6,5,2,NA,0,2,,118,2,26,2001,02-26,1,08,20.5555555555555,17.2222222222222,13.8888888888889,15,12.7777777777778,10
2001-02-27T00:00:00Z,2001-2-27,69,64,59,63,59,55,88,83,73,30.15,30.11,30.06,6,6,6,7,1,NA,0,4,,-1,2,27,2001,02-27,2,08,20.5555555555555,17.7777777777778,15,17.2222222222222,15,12.7777777777778
2001-02-28T00:00:00Z,2001-2-28,68,64,60,64,61,57,94,87,82,30.12,30.08,30.04,6,6,6,9,2,NA,0,4,,203,2,28,2001,02-28,3,08,20,17.7777777777778,15.5555555555555,17.7777777777778,16.1111111111111,13.8888888888889
2001-03-01T00:00:00Z,2001-3-1,84,72,59,64,59,52,94,70,37,30.04,29.93,29.83,6,6,6,29,7,NA,0,4,,205,3,1,2001,03-01,4,08,28.8888888888889,22.2222222222222,15,17.7777777777778,15,11.1111111111111
2001-03-02T00:00:00Z,2001-3-2,84,76,68,63,57,50,73,52,32,29.98,29.86,29.74,6,6,6,26,13,NA,0,2,,253,3,2,2001,03-02,5,08,28.8888888888889,24.4444444444445,20,17.2222222222222,13.8888888888889,10
2001-03-03T00:00:00Z,2001-3-3,73,66,60,64,60,55,88,75,68,30.04,30,29.95,6,6,6,7,2,NA,0,3,,49,3,3,2001,03-03,6,08,22.7777777777778,18.8888888888889,15.5555555555555,17.7777777777778,15.5555555555555,12.7777777777778
2001-03-04T00:00:00Z,2001-3-4,78,69,60,63,59,54,83,70,57,29.98,29.91,29.86,6,6,6,26,6,28,0,3,,229,3,4,2001,03-04,7,09,25.5555555555555,20.5555555555555,15.5555555555555,17.2222222222222,15,12.2222222222222
2001-03-05T00:00:00Z,2001-3-5,77,72,66,64,62,59,94,76,57,29.95,29.88,29.83,6,6,6,32,18,NA,0,4,,209,3,5,2001,03-05,1,09,25,22.2222222222222,18.8888888888889,17.7777777777778,16.6666666666667,15
2001-03-06T00:00:00Z,2001-3-6,84,76,68,63,59,54,83,59,42,30.09,29.98,29.92,NA,NA,NA,23,14,NA,0,NA,,197,3,6,2001,03-06,2,09,28.8888888888889,24.4444444444445,20,17.2222222222222,15,12.2222222222222
2001-03-07T00:00:00Z,2001-3-7,73,70,66,64,59,55,88,70,57,30.27,30.17,30.06,6,6,6,24,8,NA,0,3,,19,3,7,2001,03-07,3,09,22.7777777777778,21.1111111111111,18.8888888888889,17.7777777777778,15,12.7777777777778
2001-03-08T00:00:00Z,2001-3-8,71,68,64,57,56,52,77,66,57,30.27,30.23,30.18,6,6,6,24,11,NA,0,2,,20,3,8,2001,03-08,4,09,21.6666666666667,20,17.7777777777778,13.8888888888889,13.3333333333333,11.1111111111111
2001-03-09T00:00:00Z,2001-3-9,73,68,64,59,57,54,78,68,53,30.27,30.2,30.15,6,6,6,28,16,NA,0,2,,16,3,9,2001,03-09,5,09,22.7777777777778,20,17.7777777777778,15,13.8888888888889,12.2222222222222
2001-03-10T00:00:00Z,2001-3-10,71,68,64,61,59,57,83,75,64,30.21,30.12,30.06,6,6,6,21,17,NA,0,2,,20,3,10,2001,03-10,6,09,21.6666666666667,20,17.7777777777778,16.1111111111111,15,13.8888888888889
2001-03-11T00:00:00Z,2001-3-11,71,68,64,63,60,57,88,78,68,30.09,30.06,30.01,6,5,4,23,17,NA,0,1,,22,3,11,2001,03-11,7,10,21.6666666666667,20,17.7777777777778,17.2222222222222,15.5555555555555,13.8888888888889
2001-03-12T00:00:00Z,2001-3-12,73,68,64,61,58,55,83,71,53,30.09,30.05,30.01,6,6,6,28,22,NA,0,4,,11,3,12,2001,03-12,1,10,22.7777777777778,20,17.7777777777778,16.1111111111111,14.4444444444445,12.7777777777778
2001-03-13T00:00:00Z,2001-3-13,69,66,64,61,59,55,83,75,68,30.01,29.94,29.83,6,6,5,33,26,43,0,6,Rain,9,3,13,2001,03-13,2,10,20.5555555555555,18.8888888888889,17.7777777777778,16.1111111111111,15,12.7777777777778
2001-03-14T00:00:00Z,2001-3-14,73,68,64,59,57,55,83,69,53,30.15,29.91,29.86,6,6,6,32,25,44,0,2,,6,3,14,2001,03-14,3,10,22.7777777777778,20,17.7777777777778,15,13.8888888888889,12.7777777777778
2001-03-15T00:00:00Z,2001-3-15,71,66,62,57,54,54,73,66,57,30.06,29.97,29.92,6,6,6,24,19,NA,0,1,,18,3,15,2001,03-15,4,10,21.6666666666667,18.8888888888889,16.6666666666667,13.8888888888889,12.2222222222222,12.2222222222222
2001-03-16T00:00:00Z,2001-3-16,69,66,62,55,53,50,77,64,52,30.12,30.07,30.04,6,6,6,22,9,NA,0,3,,17,3,16,2001,03-16,5,10,20.5555555555555,18.8888888888889,16.6666666666667,12.7777777777778,11.6666666666667,10
2001-03-17T00:00:00Z,2001-3-17,71,66,60,54,52,50,77,62,50,30.09,30.06,30.04,6,6,6,25,11,NA,0,2,,6,3,17,2001,03-17,6,10,21.6666666666667,18.8888888888889,15.5555555555555,12.2222222222222,11.1111111111111,10
2001-03-18T00:00:00Z,2001-3-18,69,64,60,55,54,50,73,65,56,30.09,30.06,30.01,6,6,6,20,9,NA,0,1,,17,3,18,2001,03-18,7,11,20.5555555555555,17.7777777777778,15.5555555555555,12.7777777777778,12.2222222222222,10
2001-03-19T00:00:00Z,2001-3-19,69,64,60,57,55,52,73,68,60,30.15,30.09,30.04,6,6,6,20,7,NA,0,2,,15,3,19,2001,03-19,1,11,20.5555555555555,17.7777777777778,15.5555555555555,13.8888888888889,12.7777777777778,11.1111111111111
2001-03-20T00:00:00Z,2001-3-20,71,66,60,59,56,52,77,70,64,30.18,30.13,30.09,6,6,6,17,8,NA,0,2,,17,3,20,2001,03-20,2,11,21.6666666666667,18.8888888888889,15.5555555555555,15,13.3333333333333,11.1111111111111
2001-03-21T00:00:00Z,2001-3-21,73,66,60,63,59,55,88,78,64,30.15,30.08,30.04,6,6,6,16,8,NA,0,1,,21,3,21,2001,03-21,3,11,22.7777777777778,18.8888888888889,15.5555555555555,17.2222222222222,15,12.7777777777778
2001-03-22T00:00:00Z,2001-3-22,87,74,60,64,59,48,88,70,25,30.04,29.94,29.86,6,6,6,16,7,NA,0,1,,38,3,22,2001,03-22,4,11,30.5555555555555,23.3333333333333,15.5555555555555,17.7777777777778,15,8.88888888888891
2001-03-23T00:00:00Z,2001-3-23,75,68,62,63,57,41,88,65,40,30.18,29.91,29.86,6,6,6,21,9,NA,0,1,,33,3,23,2001,03-23,5,11,23.8888888888889,20,16.6666666666667,17.2222222222222,13.8888888888889,5
2001-03-24T00:00:00Z,2001-3-24,73,68,64,59,56,52,77,65,56,30.06,30.01,29.95,6,6,6,20,11,NA,0,5,,9,3,24,2001,03-24,6,11,22.7777777777778,20,17.7777777777778,15,13.3333333333333,11.1111111111111
2001-03-25T00:00:00Z,2001-3-25,71,68,64,57,55,52,73,64,53,30.12,30.07,30.01,6,6,6,23,10,NA,0,5,,6,3,25,2001,03-25,7,12,21.6666666666667,20,17.7777777777778,13.8888888888889,12.7777777777778,11.1111111111111
2001-03-26T00:00:00Z,2001-3-26,71,66,62,54,52,48,68,59,49,30.12,30.08,30.04,6,6,6,26,12,NA,0,3,,10,3,26,2001,03-26,1,12,21.6666666666667,18.8888888888889,16.6666666666667,12.2222222222222,11.1111111111111,8.88888888888891
2001-03-27T00:00:00Z,2001-3-27,73,68,62,55,52,48,68,58,44,30.12,30.06,30.01,6,6,6,28,11,37,0,3,,354,3,27,2001,03-27,2,12,22.7777777777778,20,16.6666666666667,12.7777777777778,11.1111111111111,8.88888888888891
2001-03-28T00:00:00Z,2001-3-28,71,66,62,57,54,52,73,66,60,30.27,30.18,30.12,6,6,6,32,19,39,0,4,,10,3,28,2001,03-28,3,12,21.6666666666667,18.8888888888889,16.6666666666667,13.8888888888889,12.2222222222222,11.1111111111111
2001-03-29T00:00:00Z,2001-3-29,71,68,64,55,53,52,73,62,53,30.33,30.27,30.24,6,6,6,32,27,43,0,5,,16,3,29,2001,03-29,4,12,21.6666666666667,20,17.7777777777778,12.7777777777778,11.6666666666667,11.1111111111111
2001-03-30T00:00:00Z,2001-3-30,71,68,64,57,55,54,73,65,56,30.27,30.16,30.09,6,6,6,26,21,36,0,3,,18,3,30,2001,03-30,5,12,21.6666666666667,20,17.7777777777778,13.8888888888889,12.7777777777778,12.2222222222222
2001-03-31T00:00:00Z,2001-3-31,71,68,64,59,56,52,77,67,60,30.09,30.03,29.98,6,6,6,23,15,NA,0,2,,19,3,31,2001,03-31,6,12,21.6666666666667,20,17.7777777777778,15,13.3333333333333,11.1111111111111
2001-04-01T00:00:00Z,2001-4-1,73,68,62,57,54,52,73,62,53,30.15,30.06,29.98,6,6,6,23,13,NA,0,1,,16,4,1,2001,04-01,7,13,22.7777777777778,20,16.6666666666667,13.8888888888889,12.2222222222222,11.1111111111111
2001-04-02T00:00:00Z,2001-4-2,71,68,64,55,54,52,73,64,56,30.18,30.14,30.09,6,6,6,32,20,37,0,2,,12,4,2,2001,04-02,1,13,21.6666666666667,20,17.7777777777778,12.7777777777778,12.2222222222222,11.1111111111111
2001-04-03T00:00:00Z,2001-4-3,69,66,64,59,57,54,83,71,64,30.18,30.14,30.09,6,6,6,34,25,34,0,4,,12,4,3,2001,04-03,2,13,20.5555555555555,18.8888888888889,17.7777777777778,15,13.8888888888889,12.2222222222222
2001-04-04T00:00:00Z,2001-4-4,69,66,64,57,55,54,73,67,60,30.24,30.2,30.15,6,6,6,30,24,41,0,4,,14,4,4,2001,04-04,3,13,20.5555555555555,18.8888888888889,17.7777777777778,13.8888888888889,12.7777777777778,12.2222222222222
2001-04-05T00:00:00Z,2001-4-5,71,68,64,61,58,55,83,71,64,30.27,30.24,30.21,6,6,6,30,21,NA,0,3,,17,4,5,2001,04-05,4,13,21.6666666666667,20,17.7777777777778,16.1111111111111,14.4444444444445,12.7777777777778
2001-04-06T00:00:00Z,2001-4-6,73,68,62,63,60,59,94,81,68,30.3,30.26,30.21,6,6,5,29,19,NA,0,5,Rain,11,4,6,2001,04-06,5,13,22.7777777777778,20,16.6666666666667,17.2222222222222,15.5555555555555,15
2001-04-07T00:00:00Z,2001-4-7,71,66,62,61,60,57,94,80,60,30.3,30.23,30.18,6,6,6,25,20,NA,0,5,,14,4,7,2001,04-07,6,13,21.6666666666667,18.8888888888889,16.6666666666667,16.1111111111111,15.5555555555555,13.8888888888889
2001-04-08T00:00:00Z,2001-4-8,71,68,64,61,59,59,83,74,64,30.24,30.18,30.12,6,6,6,25,19,NA,0,5,,21,4,8,2001,04-08,7,14,21.6666666666667,20,17.7777777777778,16.1111111111111,15,15
2001-04-09T00:00:00Z,2001-4-9,71,66,62,61,59,55,88,75,64,30.21,30.15,30.09,6,6,6,29,16,NA,0,1,,18,4,9,2001,04-09,1,14,21.6666666666667,18.8888888888889,16.6666666666667,16.1111111111111,15,12.7777777777778
2001-04-10T00:00:00Z,2001-4-10,75,68,62,57,57,55,82,67,53,30.18,30.11,30.06,6,6,6,32,21,NA,0,1,,20,4,10,2001,04-10,2,14,23.8888888888889,20,16.6666666666667,13.8888888888889,13.8888888888889,12.7777777777778
2001-04-11T00:00:00Z,2001-4-11,77,70,64,66,57,55,78,66,50,30.12,30.06,30.04,6,6,6,29,22,39,0,1,,15,4,11,2001,04-11,3,14,25,21.1111111111111,17.7777777777778,18.8888888888889,13.8888888888889,12.7777777777778
2001-04-12T00:00:00Z,2001-4-12,75,70,64,61,57,52,73,65,53,30.06,30.01,29.95,6,6,6,29,22,NA,0,1,,21,4,12,2001,04-12,4,14,23.8888888888889,21.1111111111111,17.7777777777778,16.1111111111111,13.8888888888889,11.1111111111111
2001-04-13T00:00:00Z,2001-4-13,73,68,64,63,59,57,78,71,64,29.98,29.91,29.86,6,6,6,30,22,28,0,1,,21,4,13,2001,04-13,5,14,22.7777777777778,20,17.7777777777778,17.2222222222222,15,13.8888888888889
2001-04-14T00:00:00Z,2001-4-14,73,68,62,61,58,50,83,71,52,30.01,29.92,29.86,6,6,6,28,19,NA,0,1,,20,4,14,2001,04-14,6,14,22.7777777777778,20,16.6666666666667,16.1111111111111,14.4444444444445,10
2001-04-15T00:00:00Z,2001-4-15,77,70,64,61,52,43,69,53,36,30.06,30.01,29.98,6,6,6,26,16,NA,0,1,,19,4,15,2001,04-15,7,15,25,21.1111111111111,17.7777777777778,16.1111111111111,11.1111111111111,6.11111111111109
2001-04-16T00:00:00Z,2001-4-16,75,70,64,61,54,34,77,61,25,30.06,30.03,29.98,6,6,6,24,17,NA,0,3,,19,4,16,2001,04-16,1,15,23.8888888888889,21.1111111111111,17.7777777777778,16.1111111111111,12.2222222222222,1.11111111111109
2001-04-17T00:00:00Z,2001-4-17,75,70,64,61,55,48,78,62,46,30.04,30,29.95,6,6,6,33,23,39,0,1,,15,4,17,2001,04-17,2,15,23.8888888888889,21.1111111111111,17.7777777777778,16.1111111111111,12.7777777777778,8.88888888888891
2001-04-18T00:00:00Z,2001-4-18,71,68,64,55,53,52,68,62,53,30.01,29.98,29.95,6,6,6,25,21,37,0,3,,12,4,18,2001,04-18,3,15,21.6666666666667,20,17.7777777777778,12.7777777777778,11.6666666666667,11.1111111111111
2001-04-19T00:00:00Z,2001-4-19,71,66,60,55,53,52,82,64,50,30.06,30,29.95,6,6,6,23,11,28,0,4,Rain,357,4,19,2001,04-19,4,15,21.6666666666667,18.8888888888889,15.5555555555555,12.7777777777778,11.6666666666667,11.1111111111111
2001-04-20T00:00:00Z,2001-4-20,73,66,60,57,54,50,82,63,50,30.18,30.12,30.06,6,6,6,25,14,NA,0,5,,4,4,20,2001,04-20,5,15,22.7777777777778,18.8888888888889,15.5555555555555,13.8888888888889,12.2222222222222,10
2001-04-21T00:00:00Z,2001-4-21,68,64,59,55,53,48,77,67,56,30.15,30.11,30.09,6,6,6,10,4,NA,0,5,,350,4,21,2001,04-21,6,15,20,17.7777777777778,15,12.7777777777778,11.6666666666667,8.88888888888891
2001-04-22T00:00:00Z,2001-4-22,69,64,59,55,53,48,82,64,46,30.15,30.08,30.06,6,6,6,32,17,NA,0,4,Rain,2,4,22,2001,04-22,7,16,20.5555555555555,17.7777777777778,15,12.7777777777778,11.6666666666667,8.88888888888891
2001-04-23T00:00:00Z,2001-4-23,69,66,62,54,52,50,68,62,56,30.09,30.07,30.04,6,6,6,23,14,NA,0,4,,13,4,23,2001,04-23,1,16,20.5555555555555,18.8888888888889,16.6666666666667,12.2222222222222,11.1111111111111,10
